title,genre_name
Songwriter,Drama
First Love,Comedy
I Dream Too Much,Romance
"One Potato, Two Potato",Drama
The Sheep Has Five Legs,Comedy
No Rest for the Wicked,Thriller
The Presence,Drama
The Caller,Horror
Small Town Girl,Music
Monsieur Vincent,Drama
The Toast of New Orleans,Drama
Captain Thunder,Adventure
The Happiest Days of Your Life,Comedy
"I Am Taraneh, I Am Fifteen Years Old",Drama
The Grand Dukes,Comedy
Tony Arzenta,Action
The Living Desert,Documentary
Brothers at War,Documentary
Salaam Cinema,Documentary
The Happiest Girl in the World,Drama
Examined Life,Documentary
Wadd: The Life & Times of John C. Holmes,Documentary
Don't Deliver Us from Evil,Horror
Three Outlaw Samurai,Action
Antonio Gaudí,Documentary
Slumming,Comedy
Real Steel,Action
Devil Times Five,Horror
The Dream Catcher,Drama
The Pleasure of Being Robbed,Drama
Cuckoo in a Dark Forest,Drama
Hotel Pacific,Drama
The Enchanted World of Danny Kaye: The Emperor's New Clothes,Animation
Buck,Documentary
Hell,Horror
Exit,Drama
Clara and Me,Drama
My Joy,Drama
The Overbrook Brothers,Drama
I Am My Films: A Portrait of Werner Herzog,Documentary
Portrait Werner Herzog,Documentary
The Smiling Madame Beudet,Drama
Snow,Drama
Father of Invention,Comedy
Quiet Flows the Don,Drama
House by the River,Crime
The Bullfighters,Comedy
The Last Days of Pompeii,Drama
Catching Hell,Documentary
Footloose,Drama
The Thing,Horror
Lemmy,Documentary
Beautiful Boy,Drama
The Harvest (La Cosecha),Documentary
Tyrannosaur,Drama
Men in the City 2,Comedy
"O-Bi, O-Ba: The End of Civilization",Science Fiction
The Killer Is Loose,Drama
Martha Marcy May Marlene,Drama
We Need to Talk About Kevin,Drama
Tabloid,Documentary
The Old Fashioned Way,Comedy
The River Murders,Thriller
Behind Enemy Lines II: Axis of Evil,Action
Return of Django,Western
The Three Musketeers,Adventure
In Time,Action
Oranges and Sunshine,Drama
A Pain in the Ass,Comedy
Brighton Rock,Drama
The League of Gentlemen,Comedy
Burning Palms,Comedy
Margaret,Drama
Carnage,Comedy
Assassination Games,Drama
Margin Call,Thriller
Mystics in Bali,Mystery
God's Little Acre,Romance
2019: After the Fall of New York,Action
Alaska: Silence And Solitude,Documentary
The Frozen North,Documentary
Out California Way,Western
Paranormal Activity 3,Horror
Puncture,Drama
Polisse,Drama
A Little Bit of Heaven,Comedy
Year of the Carnivore,Comedy
A Perfect Couple,Comedy
The War of the Robots,Action
Prisoners of the Lost Universe,Adventure
Bertsolari,Documentary
Blondie Knows Best,Comedy
Johnny English Reborn,Crime
Abduction,Thriller
Beginning of the Great Revival,Drama
This Must Be the Place,Drama
Shame,Drama
La Marseillaise,History
Werewolf Woman,Horror
"Love Affair, or the Case of the Missing Switchboard Operator",Drama
11 x 14,Documentary
The True Story of Jesse James,Action
One to Another,Drama
American Son,Drama
Directed by John Ford,Documentary
TV Junkie,Documentary
"Happy, Happy",Drama
A Screaming Man,War
A Cab for Three,Drama
Unholy,Horror
Ballad of the Little Soldier,Documentary
May 18,Action
Nora's Will,Drama
What's Your Number?,Comedy
Dream House,Drama
How to Die in Oregon,Documentary
"Suddenly, Last Winter",Documentary
Queen of Blood,Horror
Radioactive Dreams,Science Fiction
Headhunters,Thriller
Batman: Year One,Action
America before Columbus,Documentary
Camouflage,Comedy
Mulan: Rise of a Warrior,Adventure
Machine Gun Preacher,Action
Miss Representation,Documentary
Answer This!,Comedy
The Doll,Drama
Anonymous,Drama
Mr. Nice,Comedy
The Carpenter,Horror
The Veteran,Action
The Gold of Naples,Drama
Crashing,Comedy
A Loving Father,Drama
End of the Game,Mystery
Gone to Earth,Drama
Black Cadillac,Drama
Colorado Avenue,Drama
A Sunday in Hell: Paris-Roubaix,Documentary
Doc,Western
Al Franken - God Spoke,Documentary
Bone,Comedy
Hamlet,Drama
"China 9, Liberty 37",Action
Tower Heist,Action
J. Edgar,Drama
Sometimes They Come Back,Drama
The Double,Action
Cherry Crush,Crime
WUSA,Drama
The Adventures of Tintin,Adventure
Operation Mad Ball,Comedy
The Son of No One,Drama
Undertow,Drama
Starsuckers,Documentary
White on Rice,Comedy
The Minister,Drama
The Heroic Ones,Action
Tomboy,Drama
Glasses,Comedy
See How They Fall,Drama
Actresses,Comedy
Cobra Woman,Action
Pompeii: The Mystery of the People Frozen in Time,Documentary
Capricious Summer,Comedy
Bandwagon,Comedy
Flower & Garnet,Drama
Loft,Horror
The Fall of the House of Usher,Mystery
Woman Obsessed,Drama
The Heirloom,Drama
George Harrison: Living in the Material World,Music
Hugo,Adventure
Higher Ground,Drama
Trespass,Crime
Savage Streets,Action
The Dark House,Drama
Street Scene,Drama
Immortals,Fantasy
Jack and Jill,Comedy
Take Out,Drama
Chesty: A Tribute to a Legend,Documentary
The People vs. George Lucas,Documentary
Mahjong,Comedy
Eerie Tales,Fantasy
Progression,Documentary
Rage,Thriller
The Devil's Double,Drama
Setup,Action
House of Tolerance,Drama
Dreileben: Beats Being Dead,Drama
The Deep Blue Sea,Drama
My Mother and Her Guest,Drama
11-11-11,Horror
Into the Abyss,Documentary
"Oslo, August 31st",Drama
Paper Soldier,Drama
The Nada Gang,Thriller
Whatever Lola wants,Drama
Daffy Duck's Movie: Fantastic Island,Animation
Westward Ho,Drama
The Last Mountain,Documentary
Sasha,Comedy
I Want to Be a Soldier,Drama
Another Happy Day,Comedy
Shaolin,Action
Fright,Horror
The Story of Mankind,Drama
Wichita,Western
Wuthering Heights,Drama
From Beyond the Grave,Horror
LennoNYC,Documentary
The River Why,Drama
Cherry,Comedy
The Bat Man,Action
Batman and Robin,Action
Bluebeard,Drama
Espion(s),Drama
Good Morning Miss Dove,Comedy
The Late George Apley,Comedy
Million Dollar Legs,Comedy
The Great Flamarion,Crime
The Descendants,Comedy
Like Crazy,Drama
The Muppets,Comedy
The White Dragon,Action
The Twilight Saga: Breaking Dawn - Part 1,Adventure
The Circle of Deceit,Drama
Figures in a Landscape,Thriller
Barocco,Foreign
Blown Away,Drama
War Horse,Drama
The Rum Diary,Drama
My Week with Marilyn,Drama
Stanley and Livingstone,Adventure
Making Plans for Lena,Comedy
The Uninvited,Mystery
Moonlight and Cactus,Western
An Inconvenient Tax,Documentary
Easier with Practice,Drama
I Was an Adventuress,Drama
Safe in Hell,Thriller
Three Days,Crime
À l'aventure,Drama
The Criminal,Crime
The Wedding Director,Drama
Weekend,Drama
The Bridge to Nowhere,Crime
The Iron Rose,Horror
Silvestre,History
Echoes of the Rainbow,Comedy
Beijing Taxi,Documentary
"Lebanon, Pa.",Drama
Hollywood Party,Comedy
The Constant Nymph,Drama
Cyclomania,Drama
My Flesh My Blood,Drama
Lifted,Animation
Living Will...,Comedy
Singham,Drama
Shanghai,Drama
The Silence Before Bach,Drama
Chandni Chowk To China,Action
Stage Struck,Comedy
Faat Kiné,Drama
Hipsters,Drama
Another Cinderella Story,Music
The Plough and the Stars,Drama
True Blue,Drama
Bunraku,Thriller
The Lonely Passion of Judith Hearne,Drama
The Little Colonel,Drama
Gantz: Perfect Answer,Action
Sarah's Key,Drama
The Tree,Drama
Xtro,Science Fiction
Waiting for Happiness,Drama
Applause,Drama
The Sitter,Comedy
Extremely Loud & Incredibly Close,Drama
Time Bomb,Thriller
Hanussen,Science Fiction
The Gruffalo,Animation
Play the Game,Comedy
The 12 Dogs of Christmas,Drama
Asterix and the Big Fight,Family
Asterix Conquers America,Family
Asterix and the Vikings,Family
Sing Your Song,Documentary
Rings on Her Fingers,Comedy
Rampart,Crime
Happy Feet Two,Animation
Angel,Drama
HealtH,Comedy
Amore,Drama
That Cold Day in the Park,Drama
Arthur Christmas,Drama
Miss Bala,Drama
Wind Across the Everglades,Action
Red Line 7000,Action
99 and 44/100% Dead,Action
The Suspect,Mystery
12 Days of Terror,Drama
A Midsummer Night's Dream,Comedy
Run for Cover,Action
Accidents Happen,Comedy
The Perfect Game,Drama
Elephant White,Action
Violet & Daisy,Thriller
Flypaper,Mystery
Bullet to the Head,Action
The Expendables 2,Action
The Snowman,Action
Sharktopus,Horror
Bathing Beauty,Comedy
What Price Glory,Comedy
The Hunger Games,Science Fiction
Womb,Romance
Fire of Conscience,Action
The Goddess,Drama
Intimate Lighting,Music
Sweeney Todd: The Demon Barber of Fleet Street,Horror
The Death King,Horror
The Dark Knight Rises,Action
Hovering Over the Water,Drama
Dacii,War
The Bourne Legacy,Action
"Don't Worry, I'm Fine",Drama
I Melt with You,Drama
Sherlock Holmes: A Game of Shadows,Adventure
Life in a Day,Documentary
Evidence of Blood,TV Movie
The Cost of Living,Comedy
Flamenco,Foreign
A Funny Man,Drama
Judex,Adventure
Wild Animals,Comedy
Coriolanus,Drama
Americano,Drama
Stagecoach,Western
Angelus,Drama
The Forty-First,Drama
Macon County Line,Drama
Gitmek: My Marlon and Brando,Drama
Prom Night in Mississippi,Documentary
This Is Not a Film,Documentary
Carmen Comes Home,Comedy
Outside Satan,Drama
The Student,Foreign
Shit Year,Drama
Toronto Stories,Drama
Backstage,Drama
Better Things,Drama
A New Life,Drama
"Why Are the Bells Ringing, Mitica?",Comedy
Young Adult,Comedy
Mr. Bones 2: Back from the Past,Comedy
Faces in the Crowd,Thriller
New Year's Eve,Comedy
Mission: Impossible - Ghost Protocol,Action
G.I. Joe: The Revenge of Cobra,Family
We Bought a Zoo,Drama
April in Paris,Comedy
The Girl with the Dragon Tattoo,Thriller
The Darkest Hour,Horror
Picture Me,Documentary
Last Holiday,Comedy
Alvin and the Chipmunks: Chipwrecked,Comedy
Albert Nobbs,Drama
Julia's Eyes,Horror
Metrobranding,History
Salvation Boulevard,Comedy
Friends with Kids,Comedy
The Girl in the Red Velvet Swing,Drama
Intruders,Horror
Pitfall,Thriller
In the Land of Blood and Honey,Drama
Kongo,Horror
Shockproof,Crime
Boy Meets Girl,Comedy
Model Shop,Drama
Broken Lullaby,Drama
The Toast of New York,Comedy
Texas,Drama
Peas at 5:30,Drama
Today's Special,Comedy
Brutal Beauty: Tales of the Rose City Rollers,Documentary
Sophie's Revenge,Comedy
Reagan,Documentary
Santa Buddies,Adventure
The Last Lions,Documentary
Machine Gun McCain,Drama
The Outside Man,Crime
Private Hell 36,Crime
Territories,Thriller
Girl Walks Into a Bar,Comedy
Professor Layton and the Eternal Diva,Family
Bringing Up Bobby,Comedy
The Painting Sellers,Drama
On Thin Ice,Crime
The Chapman Report,Comedy
Skyscraper Souls,Drama
Ladies vs Ricky Bahl,Drama
Pariah,Drama
A Muppet Family Christmas,Family
Kung Fu Panda Holiday,Animation
Tanner Hall,Drama
Newlyweds,Comedy
The Devil Inside,Thriller
Born To Race,Action
Roadie,Drama
Contraband,Thriller
Chak De! India,Drama
Cloportes,Comedy
Mantrap,Western
The Cow,Drama
Local Color,Drama
Beneath the Darkness,Thriller
Being Elmo: A Puppeteer's Journey,Documentary
Idol of the Crowds,Drama
Joyful Noise,Comedy
Mi mejor enemigo,Comedy
To Die Like a Man,Drama
The Sea Gull,Romance
Dolphin Tale,Drama
Chico & Rita,Animation
The Iron Lady,History
Happy Tears,Comedy
The Golden Boys,Comedy
Elena,Drama
Aurora,Drama
With Heart & Soul,Drama
The Conquest,Comedy
Mad Bastards,Drama
Mr. Bug Goes to Town,Animation
Work in Progress,Documentary
The Wild Bees,Comedy
The End of the Line,Documentary
Nostalgia for the Light,Drama
Top Floor Left Wing,Drama
Albatross,Drama
Loosies,Comedy
The Revenant,Comedy
The Mill and the Cross,Drama
One Trick Pony,Drama
Cat Run,Action
The Man Next Door,Drama
The Divide,Horror
Underworld: Awakening,Fantasy
The Grey,Action
Man on a Ledge,Action
Sacrifice,Drama
Veijarit,Foreign
The Pruitt-Igoe Myth,Documentary
First Family,Comedy
All Night Long,Drama
Gorilla at Large,Horror
The Garden of Eden,Drama
Time Without Pity,Mystery
Descongelate!,Drama
White Irish Drinkers,Drama
Haywire,Action
Case départ,Comedy
The Las Vegas Story,Drama
My Man and I,Drama
Secrets,Drama
Westbound,Western
The Don Is Dead,Crime
Contact High,Comedy
The Whistleblower,Drama
The Human Centipede 2 (Full Sequence),Drama
Dad Savage,Crime
You and Me,Drama
The Nazis - A Warning From History,Documentary
Zen,Drama
King of Beggars,Action
Einstein and Eddington,History
14 Blades,Drama
The Locals,Horror
"Buona Sera, Mrs. Campbell",Comedy
My Future Boyfriend,Comedy
The Terrorizers,Drama
Goodbye,Drama
The Loneliest Planet,Drama
Policeman,Drama
Disorder,Documentary
Red Psalm,Drama
Regeneration,Romance
The Afternoon of a Torturer,Comedy
We Won't Grow Old Together,Drama
"Turn Me On, Dammit!",Drama
Faust,Fantasy
Post Mortem,Thriller
Decasia,Documentary
Viva,Music
Fados,Comedy
Daddy Longlegs,Drama
Praise,Drama
Stanley Kubrick's Boxes,Documentary
Street Mobster,Crime
Alexandria… Why?,Drama
The Grand Maneuver,Comedy
Can Go Through Skin,Drama
Morgen,Drama
"What's Up, Scarlet?",Comedy
Christmas Evil,Drama
Three Wise Men,Drama
Call Her Savage,Drama
Apollo 18,Horror
Crazy Horse,Documentary
Seeking Justice,Action
The Sound and the Fury,Drama
La Pointe-Courte,Romance
Hostel: Part III,Horror
Wyvern,Drama
The Disappearance of Haruhi Suzumiya,Animation
The Poseidon Adventure,Adventure
A River Called Titas,Family
The Vanquished,Drama
The Blue Bird,Drama
Red Tails,Drama
In Darkness,Drama
Odd Obsession,Drama
The Flowers of War,Drama
Enthusiasm,Documentary
The Scenesters,Comedy
Thunder Soul,Documentary
The Nun,Horror
Vlad,Thriller
The Intouchables,Drama
Declaration of War,Drama
One for the Money,Action
The Incredible Petrified World,Adventure
Queen of the Amazons,Adventure
Becoming Chaz,Documentary
Countdown to Looking Glass,Drama
W.E.,Drama
The Innkeepers,Horror
Nancy Goes to Rio,Music
Dog Tags,Drama
Big Miracle,Adventure
Collision Earth,Action
The Great Bank Hoax,Comedy
The Wonderful World of Puss 'n Boots,Family
Reel Injun,Documentary
A Man Called Sledge,Western
Cameraman: The Life and Work of Jack Cardiff,Documentary
Six Degrees of Celebration,Comedy
Six Degrees of Celebration 2,Comedy
This Time Around,Comedy
Enid,Drama
Jenny,Comedy
State Fair,Comedy
Grave Encounters,Thriller
Detective Dee and the Mystery of the Phantom Flame,Action
Hurry Sundown,Drama
Batch '81,Drama
The Eleventh Year,Documentary
The Career of Nikos Dyzma,Comedy
E=mc²,Action
Chronicle,Science Fiction
The Woman in Black,Drama
Dottie Gets Spanked,Comedy
Woman in Love,Comedy
Toast,Drama
The Art of Getting By,Drama
The Human Resources Manager,Comedy
Bucky Larson: Born to Be a Star,Comedy
The Monk,Thriller
Can Mr. Smith Get to Washington Anymore?,Documentary
A Doll's House,Comedy
The Canyon,Thriller
Cass Timberlane,Drama
All Watched Over by Machines of Loving Grace,Documentary
Yes: 9012 live,Music
Kisses For My President,Comedy
Third Star,Drama
Living Proof,Drama
Barbie in the Nutcracker,Animation
Dylan Moran: Monster,Comedy
"Dylan Moran: Like, Totally...",Comedy
Dylan Moran: What It Is,Comedy
"Dylan Moran: Yeah, Yeah",Comedy
Safe House,Action
The Vow,Drama
Swamp Shark,TV Movie
Moon of the Wolf,Horror
She Gods of Shark Reef,Action
King Kong Escapes,Action
The Chocolate Soldier,Music
Frisco Jenny,Drama
My Boy Jack,Drama
Louis C.K.: Live at the Beacon Theater,Comedy
Special Bulletin,TV Movie
As Luck Would Have It,Drama
The Black Power Mixtape 1967-1975,Documentary
The Girl from Jones Beach,Comedy
Holding Trevor,Drama
Castle of Sand,Drama
At Home by Myself... with You,Comedy
Pitfall,Fantasy
Casual Relations,Drama
Monsieur Lazhar,Drama
Tin Pan Alley,Drama
BookWars,Documentary
Kino Eye,Documentary
Silence,Drama
"For a Good Time, Call...",Comedy
The Jodorowsky Constellation,Documentary
Casey Jones,Action
Janie Jones,Drama
Thirteen Women,Drama
Journey 2: The Mysterious Island,Adventure
Stella Does Tricks,Drama
Valerie,Comedy
The Boys,Drama
Perfect Sense,Drama
The Shrine,Horror
Israeli Intelligence,Action
Johnny Cash at Folsom Prison,Music
Fake,Thriller
Tim and Eric's Billion Dollar Movie,Comedy
The Pearl,Adventure
Rollo and the Spirit of the Woods,Family
Beautiful Kate,Mystery
Chapiteau-Show,Comedy
Pölynimurikauppiaat,Documentary
Kokowaah,Comedy
Hearts of the West,Comedy
When Love Is Not Enough: The Lois Wilson Story,Drama
Monstrosity,Horror
The City Dark,Documentary
Oka!,Drama
Bombay Beach,Documentary
The Little Mermaid,Family
Bodyguards and Assassins,Drama
The Sorcerer and the White Snake,Action
Flying Swords of Dragon Gate,Adventure
Smokin' Aces 2: Assassins' Ball,Action
Knuckle,Documentary
Winter in Wartime,Drama
The Three Musketeers,Adventure
Untamed Youth,Drama
God's Gift To Women,Comedy
Ricky Rapper and the Bicycle Thief,Comedy
The Truth About Love,Romance
Plans for Tomorrow,Drama
Born to Be Bad,Romance
Así es la vida...,Drama
The Mysterious X,Mystery
Le 7ème juré,Crime
Metallica: A Year and a Half in the Life Of...,Documentary
Balkan Spy,Drama
We Were Here,Documentary
Hot Summer Week,Horror
Happy End,Comedy
The Hunter,Drama
The Dead,Horror
The Love Trap,Comedy
Kaleidoscope,Comedy
Ghost Rider: Spirit of Vengeance,Action
A Monster in Paris,Adventure
Film About a Woman Who…,Drama
Prayers for Bobby,Drama
Little Criminals,Crime
Bustin' Down the Door,Documentary
Love Wrecked,Family
Father Takes a Wife,Comedy
A Very Potter Musical,Music
A Very Potter Sequel,Music
Once Upon a Time in the North,Drama
Miss Nobody,Crime
Retreat,Drama
Guy and Madeline on a Park Bench,Drama
The Great Sinner,Drama
Her Highness and the Bellboy,Comedy
The Civil War,Documentary
October Baby,Drama
Khodorkovsky,Drama
The Bear,Horror
Live Music,Animation
Ro.Go.Pa.G.,Comedy
Paris Belongs to Us,Mystery
Bag of Bones,Drama
Mozart's Sister,Drama
Seven Days in Utopia,Drama
The Women on the 6th Floor,Comedy
One of Our Dinosaurs Is Missing,Action
Mega Shark vs. Crocosaurus,Action
Wrong Turn 4: Bloody Beginnings,Horror
Moscow Clad in Snow,Documentary
Sleep Tight,Thriller
The Munekata Sisters,Drama
Arena,Action
Mail Order Bride,Comedy
The Satan Bug,Mystery
Poppy Shakespeare,Drama
Freedom,Drama
The Price of Forgiveness,Drama
Red Hill,Action
Zone Troopers,Action
La Patinoire,Comedy
The Secret Glory,Documentary
The Woman Who Drinks,Drama
The Prince and the Pauper,Animation
Another Woman's Life,Comedy
A Cat in Paris,Animation
Dr. Goldfoot and the Girl Bombs,Action
Children Who Chase Lost Voices,Animation
Gone,Drama
Courageous,Drama
Flywheel,Drama
Project X,Comedy
The Lorax,Animation
Darling,Drama
The Big Year,Comedy
The Liar,Comedy
Mr. Moto's Last Warning,Action
Act of Valor,Action
Trailer Park Boys,Comedy
Don Quixote,Adventure
Undefeated,Documentary
This Means War,Action
One A.M.,Comedy
The Cure,Comedy
The Bank,Comedy
A Night Out,Comedy
The Earth Dies Screaming,Horror
The Dark Side of the Sun,Drama
John Carter,Action
Canned Dreams,Documentary
Sunnyside,Comedy
When We Leave,Drama
Genius Within: The Inner Life of Glenn Gould,Documentary
Great Directors,Documentary
Something Big,Western
The Take,Action
Queen: Days of Our Lives,Documentary
Police,Comedy
Behind the Screen,Comedy
Easy Street,Comedy
The Art of Flight,Adventure
Starbuck,Comedy
Forks Over Knives,Documentary
Skies Above the Landscape,Comedy
United Red Army,Drama
Goon,Comedy
Landscape with a Woman,Drama
Blind Pig Who Wants to Fly,Drama
What Is to Be Done?,Drama
The Hidden Face,Thriller
In Gold We Trust,Adventure
Eye of the Devil,Crime
Listen to Your Heart,Drama
Pale Cocoon,Animation
The Awakening,Horror
The Round Up,Drama
Miral,Drama
Princess of Mars,Fantasy
Like Water,Documentary
Cencoroll,Animation
Game Change,TV Movie
The Ledge,Drama
Bestseller,Horror
21 Jump Street,Action
"Jeff, Who Lives at Home",Drama
Blackballed: The Bobby Dukes Story,Comedy
Adventures of Captain Marvel,Fantasy
Captain Midnight,Adventure
City of Fear,Drama
Treed Murray,Thriller
Satan Never Sleeps,Drama
SOS Coast Guard,Action
Yes or No,Comedy
Blind,Thriller
Lockout,Action
Bedevilled,Thriller
Lucky,Comedy
Resurrect Dead: The Mystery of the Toynbee Tiles,Documentary
A Lonely Place to Die,Adventure
"Caltiki, the Immortal Monster",Thriller
Snowtown,Crime
Space Battleship Yamato,Science Fiction
Nothing Lasts Forever,Science Fiction
Zero Bridge,Drama
The Bleeding,Action
Wreckers,Drama
Fat Head,Documentary
Public Housing,Documentary
The Runner,Drama
Last Exit,Crime
Verbo,Fantasy
The Frankenstein Syndrome,Horror
A Thousand Months,Drama
The Secret Nation,Drama
Manrape,Drama
Passion of Love,Drama
!Women Art Revolution,Documentary
Casa De Mi Padre,Comedy
Corman's World: Exploits of a Hollywood Rebel,Documentary
Tropical Fish,Comedy
Prom Queen: The Marc Hall Story,Comedy
Evolver,Action
Letters to Santa,Comedy
Jiro Dreams of Sushi,Documentary
Damsels in Distress,Comedy
A Skin Too Few: The Days of Nick Drake,Documentary
Human Lanterns,Action
Pageant,Documentary
A Warm December,Drama
White Night Wedding,Drama
Salmon Fishing in the Yemen,Drama
Hotel,Drama
Eden of the East Movie I: The King of Eden,Animation
Eden of the East Movie II: Paradise Lost,Animation
Saving Face,Crime
Admiral Yamamoto,War
Meeting Evil,Crime
Wrath of the Titans,Adventure
Bending The Rules,Action
Paan Singh Tomar,Crime
The Horrible Dr. Hichcock,Horror
Detachment,Drama
Four Sided Triangle,Fantasy
The Incredible Hulk Returns,Action
Answers to Nothing,Drama
4:44 Last Day on Earth,Drama
Iron Sky,Action
The Ghost,Horror
Absentia,Mystery
There's Something Wrong with Aunt Diane,Documentary
American Reunion,Comedy
Ticked-Off Trannies with Knives,Horror
The Raid,Action
The Cabin in the Woods,Horror
Delicacy,Drama
God Bless America,Comedy
The Desert of Forbidden Art,History
The Wayshower,Drama
Frankenstein,Horror
The Clay Bird,Drama
The Dupes,Drama
Romantics Anonymous,Drama
The Unknown Woman,Documentary
Popatopolis,Documentary
The Gamma People,Science Fiction
"Wild, Wild Planet",Science Fiction
Egg,Drama
Village People Radio Show,Documentary
The Day I Was Not Born,Drama
Genesis,Drama
The Big Night,Drama
Housefull 2,Drama
Agent Vinod,Action
After,Drama
Lust for Gold,Drama
Footnote,Drama
Café de Flore,Drama
L!fe Happens,Comedy
Midnight Movie,Horror
The Silent House,Drama
Silent House,Horror
Wild About Harry,Comedy
Keeping the Promise,Drama
Helsinki Napoli - All Night Long,Crime
The Three Stooges,Comedy
The Raven,Crime
The Ballad of Nessie,Animation
The Big Bang,Action
Mirror Mirror,Adventure
Battleship,Thriller
Our Day Will Come,Drama
Louis Theroux: America's Most Hated Family in Crisis,Documentary
The Woman in the Rumor,Romance
Terraferma,Drama
Madhouse,Crime
Goodbye First Love,Drama
The Best Exotic Marigold Hotel,Drama
Rush: Beyond the Lighted Stage,Documentary
Position Among the Stars,Documentary
The Second Time Around,Western
Crime After Crime,Documentary
Black Pond,Comedy
18 Years Later,Comedy
King of Devil's Island,Drama
Twelve,Thriller
Sharpay's Fabulous Adventure,Family
"The Cartoonist: Jeff Smith, BONE and the Changing Face of Comics",Documentary
Comic-Con Episode IV: A Fan's Hope,Documentary
Bullhead,Crime
Le Crabe-Tambour,Drama
Bully,Drama
The Hammer,Drama
Uncovered,Thriller
The Chance of a Lifetime,Crime
The Flower in Hell,Crime
White Mountains,Drama
Hysteria,Comedy
Cold Storage,Horror
Listen to Britain,Documentary
The Mad Masters,Documentary
Dante's Inferno: An Animated Epic,Action
The Bleeding House,Horror
Crazy Sexy Cancer,Documentary
Aakrosh,Action
Devil's Diary,Drama
Alambrista!,Drama
Androcles and the Lion,Comedy
Naked Ambition: An R Rated Look at an X Rated Industry,Documentary
Don't Eat the Pictures: Sesame Street at the Metropolitan Museum of Art,Fantasy
The Atomic Submarine,Science Fiction
The Baron of Arizona,History
The Five-Year Engagement,Comedy
The White Darkness,History
Icarus XB 1,Science Fiction
Men in Hope,Romance
Spud,Comedy
The Murderer Lives at Number 21,Thriller
Judgment in Berlin,Drama
Elsewhere,Crime
The Marc Pease Experience,Comedy
Buried Alive II,Horror
One Body Too Many,Comedy
Slim Carter,Comedy
In The Hands Of The Gods,Documentary
The Catechism Cataclysm,Comedy
The Devil's Rock,Fantasy
Think Like a Man,Comedy
The Lucky One,Drama
Diverted,Drama
The First Texan,History
"Good-bye, My Lady",Drama
Chosin,History
Nob Hill,Drama
Bride Flight,Drama
Chained for Life,Drama
The Scarlet Letter,TV Movie
If a Tree Falls: A Story of the Earth Liberation Front,Documentary
The Greening of Whitney Brown,Adventure
Safe,Action
"That Day, on the Beach",Drama
Hamlet,Drama
The Fairy,Comedy
Diaries Notes and Sketches,Documentary
3rd World Hero,Drama
Kept Husbands,Drama
The Swell Season,Documentary
Guilty Hands,Crime
L'outremangeur,Crime
Jumping the Broom,Comedy
A Story Written with Water,Drama
Feast III: The Happy Finish,Horror
Red Dog,Drama
Any Questions for Ben?,Comedy
Amu,Drama
Dark Shadows,Comedy
The Scorpion King: Rise of a Warrior,Fantasy
Big Boys Gone Bananas!*,Documentary
Ciao Bella,Drama
Daylight,Thriller
96 Minutes,Drama
Columbus Circle,Crime
The Decoy Bride,Drama
Angels Crest,Drama
Viva Riva!,Action
The Forgiveness of Blood,Drama
Among Wolves,Drama
Edwin Boyd: Citizen Gangster,Crime
Beyond the Black Rainbow,Fantasy
The Last Play at Shea,Documentary
The Poker Club,Horror
The Clown,Comedy
Creature,Horror
Thawing Out,Comedy
Walking with Beasts,Documentary
Rocket Singh: Salesman of the Year,Drama
Vicky Donor,Comedy
Zig Zag,Crime
Extraordinary Stories,Mystery
Small Town of Anara,Comedy
Across the Line: The Exodus of Charlie Wright,Drama
Three Steps Above Heaven,Romance
The Dictator,Comedy
Thrive,Documentary
Boys Love,Drama
Bombay Talkie,Drama
Border Radio,Drama
Keyhole,Drama
Before The Dinosaurs - Walking With Monsters,Documentary
"Boys Diving, Honolulu",Documentary
The Island President,Documentary
The Heir Apparent: Largo Winch,Adventure
The Mighty Macs,Action
My Blue Heaven,Drama
Gifted Hands: The Ben Carson Story,Drama
The Woman Who Dared,Drama
Nuoruuteni savotat,Drama
Safrana or Freedom of Speech,Drama
The Rose Seller,Drama
Galileo,Drama
Men in Black 3,Action
Snow White and the Huntsman,Adventure
Olympian Holiday,Comedy
Back Street,Drama
Where East is East,Drama
Sound of My Voice,Science Fiction
The Steel Trap,Thriller
Night of the Demons,Horror
The Secrets of Jonathan Sperry,Drama
Unnaipol Oruvan,Crime
EVA,Science Fiction
Chernobyl Diaries,Horror
Chicken with Plums,Comedy
School of Seduction,Comedy
You Can't Win 'Em All,War
Leadbelly,Drama
The Pirates! In an Adventure with Scientists!,Animation
A Better Life,Drama
Hemingway & Gellhorn,TV Movie
The Fish Child,Drama
Hick,Comedy
Prometheus,Science Fiction
The Pact,Horror
Phyllis and Harold,Documentary
Letters to God,Action
Bernie,Comedy
Desi Boyz,Comedy
Ten North Frederick,Romance
3 A.M.,Crime
Deadline - U.S.A.,Crime
Inhale,Drama
Rated X: A Journey Through Porn,Documentary
Take This Waltz,Drama
Berlin '36,Drama
Sound of Noise,Comedy
The Blot,Drama
Dr. Crippen,Drama
Wanderlust,Comedy
Harriet Craig,Drama
Ladies They Talk About,Crime
Moonrise Kingdom,Comedy
There Be Dragons,Drama
Texas Killing Fields,Drama
Kahaani,Thriller
Superman vs. The Elite,Animation
I Wish,Drama
Stavisky,Drama
Never Take Sweets from a Stranger,Drama
Get the Gringo,Action
Suicide Manual,Horror
The Keeper,Action
5 Days of War,War
"Life, Above All",Drama
Bio Slime,Horror
Superman: Doomsday,Action
Entr'acte,Comedy
